0.000000,0.400000,0.400000
0.010000,0.404816,0.408067
0.020000,0.409664,0.416269
0.030000,0.414543,0.424606
0.040000,0.419455,0.433081
0.050000,0.424398,0.441692
0.060000,0.429372,0.450442
0.070000,0.434379,0.459329
0.080000,0.439417,0.468355
0.090000,0.444486,0.477520
0.100000,0.449587,0.486824
0.110000,0.454719,0.496266
0.120000,0.459882,0.505848
0.130000,0.465077,0.515569
0.140000,0.470303,0.525428
0.150000,0.475560,0.535426
0.160000,0.480848,0.545561
0.170000,0.486167,0.555834
0.180000,0.491517,0.566244
0.190000,0.496898,0.576790
0.200000,0.502311,0.587471
0.210000,0.507753,0.598286
0.220000,0.513227,0.609234
0.230000,0.518732,0.620314
0.240000,0.524267,0.631524
0.250000,0.529832,0.642864
0.260000,0.535428,0.654331
0.270000,0.541055,0.665923
0.280000,0.546712,0.677639
0.290000,0.552399,0.689478
0.300000,0.558116,0.701436
0.310000,0.563863,0.713512
0.320000,0.569640,0.725704
0.330000,0.575447,0.738008
0.340000,0.581283,0.750423
0.350000,0.587149,0.762946
0.360000,0.593043,0.775574
0.370000,0.598967,0.788304
0.380000,0.604919,0.801134
0.390000,0.610900,0.814060
0.400000,0.616909,0.827079
0.410000,0.622946,0.840188
0.420000,0.629011,0.853384
0.430000,0.635103,0.866662
0.440000,0.641222,0.880021
0.450000,0.647367,0.893455
0.460000,0.653539,0.906962
0.470000,0.659736,0.920538
0.480000,0.665959,0.934179
0.490000,0.672207,0.947881
0.500000,0.678479,0.961640
0.510000,0.684774,0.975452
0.520000,0.691093,0.989314
0.530000,0.697435,1.003222
0.540000,0.703799,1.017171
0.550000,0.710184,1.031157
0.560000,0.716591,1.045176
0.570000,0.723017,1.059225
0.580000,0.729462,1.073299
0.590000,0.735927,1.087394
0.600000,0.742409,1.101506
0.610000,0.748908,1.115631
0.620000,0.755423,1.129765
0.630000,0.761953,1.143903
0.640000,0.768498,1.158043
0.650000,0.775056,1.172179
0.660000,0.781627,1.186309
0.670000,0.788210,1.200427
0.680000,0.794802,1.214531
0.690000,0.801405,1.228617
0.700000,0.808016,1.242680
0.710000,0.814634,1.256717
0.720000,0.821258,1.270725
0.730000,0.827888,1.284699
0.740000,0.834521,1.298637
0.750000,0.841157,1.312535
0.760000,0.847795,1.326390
0.770000,0.854433,1.340198
0.780000,0.861071,1.353956
0.790000,0.867706,1.367662
0.800000,0.874339,1.381312
0.810000,0.880966,1.394903
