0.000000,0.400000,0.400000
0.010000,0.399957,0.407235
0.020000,0.399828,0.414542
0.030000,0.399612,0.421918
0.040000,0.399309,0.429363
0.050000,0.398920,0.436876
0.060000,0.398445,0.444455
0.070000,0.397883,0.452099
0.080000,0.397236,0.459806
0.090000,0.396503,0.467576
0.100000,0.395685,0.475407
0.110000,0.394782,0.483297
0.120000,0.393795,0.491244
0.130000,0.392725,0.499248
0.140000,0.391572,0.507307
0.150000,0.390337,0.515418
0.160000,0.389021,0.523581
0.170000,0.387624,0.531793
0.180000,0.386148,0.540053
0.190000,0.384594,0.548358
0.200000,0.382963,0.556707
0.210000,0.381256,0.565098
0.220000,0.379473,0.573530
0.230000,0.377618,0.581999
0.240000,0.375689,0.590504
0.250000,0.373690,0.599043
0.260000,0.371621,0.607614
0.270000,0.369484,0.616215
0.280000,0.367280,0.624844
0.290000,0.365011,0.633498
0.300000,0.362678,0.642175
0.310000,0.360283,0.650874
0.320000,0.357828,0.659591
0.330000,0.355315,0.668326
0.340000,0.352744,0.677074
0.350000,0.350118,0.685835
0.360000,0.347439,0.694606
0.370000,0.344709,0.703385
0.380000,0.341928,0.712169
0.390000,0.339100,0.720957
0.400000,0.336225,0.729745
0.410000,0.333306,0.738533
0.420000,0.330345,0.747316
0.430000,0.327344,0.756094
0.440000,0.324304,0.764864
0.450000,0.321227,0.773624
0.460000,0.318116,0.782371
0.470000,0.314972,0.791104
0.480000,0.311797,0.799819
0.490000,0.308593,0.808516
0.500000,0.305362,0.817192
0.510000,0.302106,0.825844
0.520000,0.298827,0.834471
0.530000,0.295526,0.843071
0.540000,0.292206,0.851642
0.550000,0.288869,0.860181
0.560000,0.285515,0.868686
0.570000,0.282148,0.877156
0.580000,0.278768,0.885589
0.590000,0.275378,0.893983
0.600000,0.271980,0.902336
0.610000,0.268574,0.910646
0.620000,0.265163,0.918912
0.630000,0.261749,0.927132
0.640000,0.258333,0.935304
0.650000,0.254916,0.943426
0.660000,0.251501,0.951497
0.670000,0.248089,0.959516
0.680000,0.244680,0.967480
0.690000,0.241278,0.975390
0.700000,0.237883,0.983242
0.710000,0.234497,0.991036
