0.000000, 10.000000, 10.000000
0.010000, 10.108520, 10.108000
0.020000, 10.218083, 10.217035
0.030000, 10.328698, 10.327113
0.040000, 10.440371, 10.438241
0.050000, 10.553109, 10.550425
0.060000, 10.666919, 10.663673
0.070000, 10.781809, 10.777991
0.080000, 10.897786, 10.893387
0.090000, 11.014856, 11.009868
0.100000, 11.133026, 11.127440
0.110000, 11.252304, 11.246111
0.120000, 11.372696, 11.365887
0.130000, 11.494210, 11.486776
0.140000, 11.616851, 11.608784
0.150000, 11.740628, 11.731917
0.160000, 11.865547, 11.856184
0.170000, 11.991614, 11.981590
0.180000, 12.118836, 12.108142
0.190000, 12.247220, 12.235847
0.200000, 12.376773, 12.364711
0.210000, 12.507500, 12.494741
0.220000, 12.639410, 12.625944
0.230000, 12.772507, 12.758325
0.240000, 12.906799, 12.891892
0.250000, 13.042292, 13.026651
0.260000, 13.178992, 13.162608
0.270000, 13.316905, 13.299768
0.280000, 13.456038, 13.438140
0.290000, 13.596397, 13.577727
0.300000, 13.737987, 13.718537
0.310000, 13.880815, 13.860576
0.320000, 14.024886, 14.003849
0.330000, 14.170206, 14.148362
0.340000, 14.316782, 14.294121
0.350000, 14.464618, 14.441132
0.360000, 14.613721, 14.589400
0.370000, 14.764095, 14.738931
0.380000, 14.915746, 14.889730
0.390000, 15.068679, 15.041802
0.400000, 15.222900, 15.195153
0.410000, 15.378414, 15.349788
0.420000, 15.535225, 15.505711
0.430000, 15.693338, 15.662929
0.440000, 15.852759, 15.821445
0.450000, 16.013492, 15.981264
0.460000, 16.175541, 16.142391
0.470000, 16.338911, 16.304830
0.480000, 16.503606, 16.468587
0.490000, 16.669630, 16.633664
0.500000, 16.836988, 16.800066
0.510000, 17.005683, 16.967798
0.520000, 17.175719, 17.136863
0.530000, 17.347100, 17.307265
0.540000, 17.519829, 17.479007
0.550000, 17.693910, 17.652093
0.560000, 17.869346, 17.826527
0.570000, 18.046140, 18.002311
0.580000, 18.224295, 18.179448
0.590000, 18.403814, 18.357943
0.600000, 18.584700, 18.537796
0.610000, 18.766954, 18.719012
0.620000, 18.950580, 18.901592
