0.000000,100.000000,20.000000,30.000000
0.100000,99.498773,20.250485,30.250742
0.200000,98.995085,20.501949,30.502967
0.300000,98.488973,20.754372,30.756655
0.400000,97.980477,21.007733,31.011790
0.500000,97.469640,21.262010,31.268351
0.600000,96.956501,21.517180,31.526319
0.700000,96.441104,21.773222,31.785674
0.800000,95.923492,22.030112,32.046396
0.900000,95.403709,22.287827,32.308464
1.000000,94.881801,22.546342,32.571857
1.100000,94.357813,22.805633,32.836554
1.200000,93.831792,23.065676,33.102532
1.300000,93.303786,23.326445,33.369769
1.400000,92.773844,23.587914,33.638242
1.500000,92.242015,23.850057,33.907928
1.600000,91.708348,24.112848,34.178805
1.700000,91.172895,24.376259,34.450847
1.800000,90.635706,24.640263,34.724030
1.900000,90.096836,24.904833,34.998331
2.000000,89.556335,25.169941,35.273724
2.100000,89.014259,25.435557,35.550185
2.200000,88.470660,25.701653,35.827687
2.300000,87.925596,25.968200,36.106204
2.400000,87.379120,26.235168,36.385712
2.500000,86.831289,26.502528,36.666182
2.600000,86.282161,26.770250,36.947590
2.700000,85.731791,27.038302,37.229907
2.800000,85.180239,27.306654,37.513107
2.900000,84.627563,27.575275,37.797162
3.000000,84.073821,27.844134,38.082045
3.100000,83.519074,28.113199,38.367727
3.200000,82.963380,28.382439,38.654182
3.300000,82.406800,28.651820,38.941380
3.400000,81.849395,28.921312,39.229293
3.500000,81.291225,29.190882,39.517893
3.600000,80.732353,29.460496,39.807151
3.700000,80.172839,29.730122,40.097039
3.800000,79.612746,29.999727,40.387526
3.900000,79.052136,30.269278,40.678585
4.000000,78.491071,30.538742,40.970187
4.100000,77.929614,30.808085,41.262301
4.200000,77.367828,31.077273,41.554899
4.300000,76.805776,31.346273,41.847952
4.400000,76.243520,31.615051,42.141429
4.500000,75.681124,31.883573,42.435303
4.600000,75.118652,32.151806,42.729543
4.700000,74.556165,32.419715,43.024120
4.800000,73.993729,32.687266,43.319005
4.900000,73.431405,32.954426,43.614168
5.000000,72.869258,33.221161,43.909581
5.100000,72.307350,33.487436,44.205214
5.200000,71.745744,33.753218,44.501038
5.300000,71.184504,34.018473,44.797024
5.400000,70.623691,34.283166,45.093143
5.500000,70.063369,34.547264,45.389367
5.600000,69.503599,34.810734,45.685666
5.700000,68.944445,35.073542,45.982013
5.800000,68.385966,35.335654,46.278380
5.900000,67.828226,35.597036,46.574737
6.000000,67.271285,35.857657,46.871058
6.100000,66.715205,36.117482,47.167314
6.200000,66.160044,36.376478,47.463478
6.300000,65.605864,36.634613,47.759523
6.400000,65.052724,36.891855,48.055421
6.500000,64.500683,37.148170,48.351147
6.600000,63.949800,37.403527,48.646674
6.700000,63.400132,37.657893,48.941975
6.800000,62.851739,37.911237,49.237024
6.900000,62.304675,38.163528,49.531797
7.000000,61.758999,38.414733,49.826267
7.100000,61.214766,38.664823,50.120411
7.200000,60.672031,38.913767,50.414202
7.300000,60.130849,39.161533,50.707618
7.400000,59.591273,39.408092,51.000634
7.500000,59.053358,39.653415,51.293228
7.600000,58.517155,39.897470,51.585374
7.700000,57.982717,40.140231,51.877053
7.800000,57.450094,40.381666,52.168239
7.900000,56.919338,40.621749,52.458913
8.000000,56.390496,40.860451,52.749053
8.100000,55.863620,41.097743,53.038637
8.200000,55.338756,41.333599,53.327645
8.300000,54.815951,41.567992,53.616057
8.400000,54.295252,41.800894,53.903854
8.500000,53.776705,42.032280,54.191015
8.600000,53.260354,42.262123,54.477522
8.700000,52.746244,42.490398,54.763358
8.800000,52.234416,42.717080,55.048504
8.900000,51.724912,42.942144,55.332943
9.000000,51.217775,43.165566,55.616658
9.100000,50.713044,43.387322,55.899633
9.200000,50.210759,43.607388,56.181853
9.300000,49.710958,43.825742,56.463301
9.400000,49.213678,44.042360,56.743963
9.500000,48.718955,44.257220,57.023825
9.600000,48.226826,44.470301,57.302873
9.700000,47.737325,44.681581,57.581093
9.800000,47.250486,44.891040,57.858474
9.900000,46.766341,45.098656,58.135003
10.000000,46.284922,45.304410,58.410668
