0.000000,100.048489,29.955816,19.995695
0.100000,115.599632,18.091440,16.308928
0.200000,116.464682,18.322325,15.212993
0.300000,80.426220,36.879891,32.693889
0.400000,53.209247,31.284900,65.505854
0.500000,55.517965,22.551906,71.930129
0.600000,12.021110,63.198812,74.780077
0.700000,16.960919,61.595806,71.443275
0.800000,3.805226,72.542998,73.651776
0.900000,6.378473,73.855190,69.766337
1.000000,3.910278,75.760056,70.329666
1.100000,5.527164,78.946793,65.526043
1.200000,3.742949,80.778206,65.478845
1.300000,2.713085,81.931111,65.355803
1.400000,2.162305,82.423056,65.414639
1.500000,0.672311,83.157814,66.169875
1.600000,1.344348,83.539571,65.116081
1.700000,0.524256,83.157521,66.318222
1.800000,0.299665,83.643260,66.057076
1.900000,0.431153,85.203155,64.365692
2.000000,0.415483,86.927826,62.656691
2.100000,0.274526,88.127752,61.597722
2.200000,0.628290,87.484864,61.886846
2.300000,0.925288,86.508256,62.566456
2.400000,0.994978,85.140442,63.864579
2.500000,2.169779,84.946430,62.883791
2.600000,1.489375,84.650172,63.860453
2.700000,0.749481,83.963629,65.286890
2.800000,0.989476,84.084270,64.926253
2.900000,0.482924,85.249909,64.267167
3.000000,0.240160,85.608012,64.151829
3.100000,0.284046,85.336240,64.379713
3.200000,0.103381,85.335564,64.561055
3.300000,0.273300,84.557058,65.169643
3.400000,0.096281,85.110360,64.793359
3.500000,0.151906,86.003414,63.844680
3.600000,0.134927,85.647648,64.217425
3.700000,0.039949,86.115983,63.844068
3.800000,0.019657,86.607398,63.372945
3.900000,0.016356,85.759929,64.223715
4.000000,0.018301,84.561346,65.420353
4.100000,0.019629,85.033640,64.946731
4.200000,0.006288,84.446303,65.547408
4.300000,0.003000,84.337539,65.659460
4.400000,0.003885,83.357445,66.638670
4.500000,0.001047,82.572658,67.426295
4.600000,0.001503,83.149888,66.848609
4.700000,0.001145,82.660352,67.338504
4.800000,0.000621,84.185788,65.813591
4.900000,0.000155,83.883405,66.116440
5.000000,0.000080,84.992093,65.007827
5.100000,0.000061,85.978341,64.021597
5.200000,0.000032,84.223245,65.776723
5.300000,0.000019,83.013360,66.986621
5.400000,0.000008,83.474271,66.525721
5.500000,0.000005,84.020954,65.979041
5.600000,0.000013,82.909224,67.090762
5.700000,0.000023,82.096784,67.903193
5.800000,0.000033,82.468144,67.531823
5.900000,0.000136,82.230945,67.768919
6.000000,0.000138,82.608731,67.391131
6.100000,0.000020,82.625238,67.374742
6.200000,0.000006,82.700424,67.299570
6.300000,0.000003,82.373380,67.626617
6.400000,0.000004,83.532322,66.467674
6.500000,0.000008,82.753655,67.246337
6.600000,0.000006,83.051125,66.948869
6.700000,0.000004,83.087285,66.912711
6.800000,0.000001,83.348915,66.651084
6.900000,0.000000,83.138850,66.861149
7.000000,0.000000,82.083287,67.916713
7.100000,0.000000,82.497977,67.502023
7.200000,0.000000,81.909237,68.090763
7.300000,0.000000,82.574977,67.425023
7.400000,0.000000,82.095896,67.904104
7.500000,0.000000,82.402910,67.597090
7.600000,0.000000,81.835529,68.164471
7.700000,0.000000,82.131942,67.868058
7.800000,0.000000,81.456830,68.543170
7.900000,0.000000,81.561537,68.438463
8.000000,0.000000,81.356725,68.643275
8.100000,0.000000,81.016796,68.983204
8.200000,0.000000,81.472938,68.527062
8.300000,0.000000,82.298550,67.701450
8.400000,0.000000,82.533753,67.466247
8.500000,0.000000,82.393596,67.606404
8.600000,0.000000,82.855991,67.144009
8.700000,0.000000,83.240810,66.759190
8.800000,0.000000,82.667441,67.332559
8.900000,0.000000,81.715763,68.284237
9.000000,0.000000,81.302257,68.697743
9.100000,0.000000,81.950609,68.049391
9.200000,0.000000,82.114529,67.885471
9.300000,0.000000,82.278623,67.721377
9.400000,0.000000,83.088097,66.911903
9.500000,0.000000,82.592299,67.407701
9.600000,0.000000,82.893295,67.106705
9.700000,0.000000,82.850375,67.149625
9.800000,0.000000,83.114540,66.885460
9.900000,0.000000,82.468522,67.531478
